Stimuli_ID	Vocalist_ID	Technique	Artist	Song	Lyrics	Duration	Tempo	Time_signature	Original_Corresponding_Excerpt	WAV_Path	Credits	Session_date_YMD	logMel_Path	Spectral_Centroid	Gender	Age_at_recording	band_url	annotations
VOX-0039	K	Screaming_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""	3866.12	140	4/4	EXCE-179	static/metalvox/VOX-0039.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-039.png	2638.210583	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0040	K	Screaming_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""	3900.95	140	4/4	EXCE-179	static/metalvox/VOX-0040.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-040.png	2728.366156	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0041	K	Growling_NV	Northlane	Metamorphosis	"""And I will overcome this suffering"""	4202.81	140	4/4	EXCE-179	static/metalvox/VOX-0041.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-041.png	2837.127572	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0042	K	Growling_V	Northlane	Metamorphosis	"""And I will overcome this suffering"""	4202.81	140	4/4	EXCE-179	static/metalvox/VOX-0042.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-042.png	2691.249825	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0043	K	Clean	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	2054.97	115	4/4	EXCE-087	static/metalvox/VOX-0043.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-043.png	2490.677016	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0044	K	Clean_FLAT	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	1834.38	115	4/4	EXCE-087	static/metalvox/VOX-0044.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-044.png	2580.769175	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0045	K	Screaming_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	1927.26	115	4/4	EXCE-087	static/metalvox/VOX-0045.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-045.png	2873.607653	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0046	K	Screaming_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	1996.92	115	4/4	EXCE-087	static/metalvox/VOX-0046.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-046.png	3038.99426	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0047	K	Growling_NV	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	1996.92	115	4/4	EXCE-087	static/metalvox/VOX-0047.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-047.png	2946.111934	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
VOX-0048	K	Growling_V	Chelsea Grin	Behind A Veil Of Lies	"""I can't seek help from angels"""	2252.34	115	4/4	EXCE-087	static/metalvox/VOX-0048.wav	Geoffrey Uhal	20250529	static/metalvox/logMel/VOX-048.png	2945.680783	Male		https://open.spotify.com/artist/0JjCIXB0MY61IlbFP3qqEQ?si=VKzY4Sg6QYa4x-BiX0kAGg	
